Date,bitcoin,prediccion_f7v5n4e20
2018-05-07,9373.01,10233.776
2018-05-08,9234.82,10192.494
2018-05-09,9325.18,10237.184
2018-05-10,9043.94,10250.937
2018-05-11,8441.49,10181.767
2018-05-12,8504.89,10197.229
2018-05-13,8723.94,10245.86
2018-05-14,8716.79,10166.757
2018-05-15,8510.38,9940.315
2018-05-16,8368.83,9737.782
2018-05-17,8094.32,9506.96
2018-05-18,8250.97,8921.106
2018-05-19,8247.18,8767.346
2018-05-20,8513.25,8745.903
2018-05-21,8418.99,8741.692
2018-05-22,8041.78,8694.328
2018-05-23,7557.82,8656.084
2018-05-24,7587.34,8405.303
2018-05-25,7480.14,8395.3125
