Date,bitcoin,prediccion_f2v2n4e20
2018-04-29,9419.08,11096.365
2018-04-30,9240.55,11122.144
2018-05-01,9119.01,11280.131
2018-05-02,9235.92,11110.434
2018-05-03,9743.86,10975.058
2018-05-04,9700.76,11063.955
2018-05-05,9858.15,11394.438
2018-05-06,9654.8,11623.45
2018-05-07,9373.01,11743.101
2018-05-08,9234.82,11727.854
2018-05-09,9325.18,11512.462
2018-05-10,9043.94,11302.445
2018-05-11,8441.49,11268.014
2018-05-12,8504.89,11068.224
2018-05-13,8723.94,10590.591
2018-05-14,8716.79,10413.539
2018-05-15,8510.38,10641.152
2018-05-16,8368.83,10826.553
2018-05-17,8094.32,10711.891
2018-05-18,8250.97,10527.5625
2018-05-19,8247.18,10331.149
2018-05-20,8513.25,10377.198
2018-05-21,8418.99,10436.37
2018-05-22,8041.78,10515.525
2018-05-23,7557.82,10496.137
2018-05-24,7587.34,10029.774
2018-05-25,7480.14,9440.432
