,f7v1n2e20_loss,f7v1n2e20_val_loss
0,0.09805986345877284,0.15572900943299559
1,0.08893294361041626,0.13503314760771204
2,0.08452670414916365,0.1108828900342292
3,0.07716868183111757,0.09809239236439796
4,0.07401994614407331,0.08432040018762679
5,0.06963327555087513,0.07372707721004461
6,0.06626154495299691,0.06479424689995482
7,0.06285887468298565,0.06094661333221704
8,0.06002444010167863,0.049505099416413206
9,0.058189498561356835,0.04006292342029987
10,0.05482885312743574,0.03743956813668
11,0.05265280232618799,0.03443690121887212
12,0.05051849808383156,0.027102613390641326
13,0.04773572812435247,0.024605300000056306
14,0.044961375443519844,0.022426950913715236
15,0.04283663332748729,0.019416837214908386
16,0.04021672473292768,0.01654995984318567
17,0.03767714127094396,0.014046510069710302
18,0.034775934070311786,0.012189703007684426
19,0.03227125173933538,0.0108235088756625
