Date,bitcoin,prediccion_f2v7n4e20
2018-05-04,9700.76,9704.867
2018-05-05,9858.15,10069.43
2018-05-06,9654.8,10084.845
2018-05-07,9373.01,10198.596
2018-05-08,9234.82,10159.715
2018-05-09,9325.18,9906.269
2018-05-10,9043.94,9746.974
2018-05-11,8441.49,9667.971
2018-05-12,8504.89,9294.523
2018-05-13,8723.94,8929.831
2018-05-14,8716.79,8718.556
2018-05-15,8510.38,8811.582
2018-05-16,8368.83,8851.3545
2018-05-17,8094.32,8719.103
2018-05-18,8250.97,8546.681
2018-05-19,8247.18,8383.77
2018-05-20,8513.25,8420.252
2018-05-21,8418.99,8345.523
2018-05-22,8041.78,8456.452
2018-05-23,7557.82,8362.613
2018-05-24,7587.34,7995.7524
2018-05-25,7480.14,7568.683
