Date,bitcoin,prediccion_f7v1n2e20
2018-05-03,9743.86,7689.7593
2018-05-04,9700.76,7434.5576
2018-05-05,9858.15,7658.6113
2018-05-06,9654.8,7637.0815
2018-05-07,9373.01,7419.921
2018-05-08,9234.82,7425.784
2018-05-09,9325.18,7574.1
2018-05-10,9043.94,7728.612
2018-05-11,8441.49,7704.5903
2018-05-12,8504.89,7770.4277
2018-05-13,8723.94,7647.517
2018-05-14,8716.79,7473.6245
2018-05-15,8510.38,7387.263
2018-05-16,8368.83,7452.381
2018-05-17,8094.32,7202.0654
2018-05-18,8250.97,7007.2764
2018-05-19,8247.18,7055.365
2018-05-20,8513.25,7235.61
2018-05-21,8418.99,7342.044
2018-05-22,8041.78,7161.848
2018-05-23,7557.82,7070.118
2018-05-24,7587.34,6966.1753
2018-05-25,7480.14,7083.331
