Date,bitcoin,prediccion_f5v7n4e20
2018-05-07,9373.01,10479.835
2018-05-08,9234.82,10591.478
2018-05-09,9325.18,10667.537
2018-05-10,9043.94,10746.588
2018-05-11,8441.49,10818.769
2018-05-12,8504.89,10774.025
2018-05-13,8723.94,10667.005
2018-05-14,8716.79,10583.571
2018-05-15,8510.38,10327.683
2018-05-16,8368.83,9907.758
2018-05-17,8094.32,9644.259
2018-05-18,8250.97,9508.103
2018-05-19,8247.18,9431.862
2018-05-20,8513.25,9257.526
2018-05-21,8418.99,9102.183
2018-05-22,8041.78,8904.834
2018-05-23,7557.82,8924.21
2018-05-24,7587.34,8869.314
2018-05-25,7480.14,8886.119
