Date,bitcoin,prediccion_f5v2n2e20
2018-05-02,9235.92,8126.2856
2018-05-03,9743.86,8149.926
2018-05-04,9700.76,8201.942
2018-05-05,9858.15,7967.5396
2018-05-06,9654.8,7854.4575
2018-05-07,9373.01,7908.216
2018-05-08,9234.82,8048.678
2018-05-09,9325.18,7987.8813
2018-05-10,9043.94,7866.1333
2018-05-11,8441.49,7814.7617
2018-05-12,8504.89,7714.2153
2018-05-13,8723.94,7473.7373
2018-05-14,8716.79,7403.624
2018-05-15,8510.38,7314.6333
2018-05-16,8368.83,6799.268
2018-05-17,8094.32,6661.067
2018-05-18,8250.97,6794.167
2018-05-19,8247.18,6899.271
2018-05-20,8513.25,6824.433
2018-05-21,8418.99,6706.7744
2018-05-22,8041.78,6414.416
2018-05-23,7557.82,6488.076
2018-05-24,7587.34,6517.668
2018-05-25,7480.14,6584.6216
