Date,bitcoin,prediccion_f2v5n2e20
2018-05-02,9235.92,8778.707
2018-05-03,9743.86,8774.409
2018-05-04,9700.76,8762.297
2018-05-05,9858.15,8788.215
2018-05-06,9654.8,8913.18
2018-05-07,9373.01,9033.262
2018-05-08,9234.82,9159.256
2018-05-09,9325.18,9228.11
2018-05-10,9043.94,9222.218
2018-05-11,8441.49,9200.42
2018-05-12,8504.89,9120.677
2018-05-13,8723.94,8976.749
2018-05-14,8716.79,8854.125
2018-05-15,8510.38,8766.3955
2018-05-16,8368.83,8710.302
2018-05-17,8094.32,8683.664
2018-05-18,8250.97,8688.486
2018-05-19,8247.18,8628.8545
2018-05-20,8513.25,8555.078
2018-05-21,8418.99,8534.104
2018-05-22,8041.78,8558.627
2018-05-23,7557.82,8596.095
2018-05-24,7587.34,8588.65
2018-05-25,7480.14,8459.141
