Date,bitcoin,prediccion_f2v1n4e35
2018-04-28,9348.48,7048.9707
2018-04-29,9419.08,6908.2173
2018-04-30,9240.55,7081.018
2018-05-01,9119.01,7114.817
2018-05-02,9235.92,7029.3755
2018-05-03,9743.86,6971.262
2018-05-04,9700.76,7027.1606
2018-05-05,9858.15,7270.471
2018-05-06,9654.8,7249.8003
2018-05-07,9373.01,7325.3076
2018-05-08,9234.82,7227.7617
2018-05-09,9325.18,7092.7603
2018-05-10,9043.94,7026.635
2018-05-11,8441.49,7069.868
2018-05-12,8504.89,6935.39
2018-05-13,8723.94,6648.201
2018-05-14,8716.79,6678.362
2018-05-15,8510.38,6782.686
2018-05-16,8368.83,6779.2783
2018-05-17,8094.32,6680.9736
2018-05-18,8250.97,6613.653
2018-05-19,8247.18,6483.326
2018-05-20,8513.25,6557.66
2018-05-21,8418.99,6555.8604
2018-05-22,8041.78,6682.3394
2018-05-23,7557.82,6637.501
2018-05-24,7587.34,6458.42
2018-05-25,7480.14,6229.579
