Date,bitcoin,prediccion_f2v1n4e20
2018-04-28,9348.48,9134.321
2018-04-29,9419.08,8802.805
2018-04-30,9240.55,9133.023
2018-05-01,9119.01,9125.675
2018-05-02,9235.92,8908.027
2018-05-03,9743.86,8897.837
2018-05-04,9700.76,9001.136
2018-05-05,9858.15,9483.169
2018-05-06,9654.8,9480.357
2018-05-07,9373.01,9657.26
2018-05-08,9234.82,9550.058
2018-05-09,9325.18,9229.464
2018-05-10,9043.94,9184.839
2018-05-11,8441.49,9333.034
2018-05-12,8504.89,8895.778
2018-05-13,8723.94,8820.738
2018-05-14,8716.79,8808.388
2018-05-15,8510.38,9049.731
2018-05-16,8368.83,9156.286
2018-05-17,8094.32,8946.107
2018-05-18,8250.97,8754.655
2018-05-19,8247.18,8691.511
2018-05-20,8513.25,8796.046
2018-05-21,8418.99,8692.143
2018-05-22,8041.78,8871.808
2018-05-23,7557.82,8654.289
2018-05-24,7587.34,8122.5713
2018-05-25,7480.14,7663.3003
