Date,bitcoin,prediccion_f1v7n2e20
2018-05-03,9743.86,9509.356
2018-05-04,9700.76,9920.183
2018-05-05,9858.15,10072.099
2018-05-06,9654.8,10390.048
2018-05-07,9373.01,10643.046
2018-05-08,9234.82,10383.598
2018-05-09,9325.18,10108.694
2018-05-10,9043.94,9788.446
2018-05-11,8441.49,9271.795
2018-05-12,8504.89,8635.855
2018-05-13,8723.94,8378.75
2018-05-14,8716.79,8390.47
2018-05-15,8510.38,8458.031
2018-05-16,8368.83,8364.737
2018-05-17,8094.32,8224.791
2018-05-18,8250.97,7968.2554
2018-05-19,8247.18,7953.525
2018-05-20,8513.25,7897.4253
2018-05-21,8418.99,8012.1665
2018-05-22,8041.78,7895.625
2018-05-23,7557.82,7658.4653
2018-05-24,7587.34,7155.0264
2018-05-25,7480.14,7069.3135
