Date,Close bitcoin,Close ethereum
2018-01-23,10868.4,986.23
2018-01-24,11359.4,1058.78
2018-01-25,11259.4,1056.03
2018-01-26,11171.4,1055.17
2018-01-27,11440.7,1107.07
2018-01-28,11786.3,1246.01
2018-01-29,11296.4,1182.36
2018-01-30,10106.3,1071.13
2018-01-31,10221.1,1118.31
2018-02-01,9170.54,1036.79
2018-02-02,8830.75,915.78
2018-02-03,9174.91,964.02
2018-02-04,8277.01,834.68
2018-02-05,6955.27,697.95
2018-02-06,7754.0,793.12
2018-02-07,7621.3,757.07
2018-02-08,8265.59,817.81
2018-02-09,8736.98,883.86
2018-02-10,8621.9,860.41
2018-02-11,8129.97,814.66
2018-02-12,8926.57,868.71
2018-02-13,8598.31,845.26
2018-02-14,9494.63,923.56
2018-02-15,10166.4,936.98
2018-02-16,10233.9,944.21
2018-02-17,11112.7,974.11
2018-02-18,10551.8,923.92
2018-02-19,11225.3,943.86
2018-02-20,11403.7,895.37
2018-02-21,10690.4,849.97
2018-02-22,10005.0,812.84
2018-02-23,10301.1,864.19
2018-02-24,9813.07,840.52
2018-02-25,9664.73,844.81
2018-02-26,10366.7,869.32
2018-02-27,10725.6,878.27
