Date,bitcoin,prediccion_f2v1n2e20
2018-04-28,9348.48,7868.3486
2018-04-29,9419.08,7576.1387
2018-04-30,9240.55,7829.861
2018-05-01,9119.01,7828.2676
2018-05-02,9235.92,7593.8105
2018-05-03,9743.86,7623.3306
2018-05-04,9700.76,7730.233
2018-05-05,9858.15,7991.307
2018-05-06,9654.8,7971.097
2018-05-07,9373.01,8137.1626
2018-05-08,9234.82,8128.231
2018-05-09,9325.18,7847.23
2018-05-10,9043.94,7614.123
2018-05-11,8441.49,7535.079
2018-05-12,8504.89,7287.6787
2018-05-13,8723.94,6723.158
2018-05-14,8716.79,6863.805
2018-05-15,8510.38,7058.4805
2018-05-16,8368.83,7151.6436
2018-05-17,8094.32,6959.82
2018-05-18,8250.97,6873.461
2018-05-19,8247.18,6564.461
2018-05-20,8513.25,6769.8433
2018-05-21,8418.99,6701.174
2018-05-22,8041.78,6866.4272
2018-05-23,7557.82,6726.7485
2018-05-24,7587.34,6370.62
2018-05-25,7480.14,6081.681
