Date,bitcoin,prediccion_f7v2n2e20
2018-05-04,9700.76,9347.251
2018-05-05,9858.15,9441.018
2018-05-06,9654.8,9645.931
2018-05-07,9373.01,9500.458
2018-05-08,9234.82,9405.104
2018-05-09,9325.18,9497.232
2018-05-10,9043.94,9823.145
2018-05-11,8441.49,10006.891
2018-05-12,8504.89,10106.454
2018-05-13,8723.94,10208.718
2018-05-14,8716.79,10022.905
2018-05-15,8510.38,9645.601
2018-05-16,8368.83,9402.088
2018-05-17,8094.32,9136.065
2018-05-18,8250.97,8290.578
2018-05-19,8247.18,8026.4077
2018-05-20,8513.25,8346.001
2018-05-21,8418.99,8527.092
2018-05-22,8041.78,8405.808
2018-05-23,7557.82,8271.501
2018-05-24,7587.34,7866.0684
2018-05-25,7480.14,7883.3535
