Date,bitcoin,prediccion_f5v1n2e20
2018-05-01,9119.01,8261.241
2018-05-02,9235.92,7914.614
2018-05-03,9743.86,8204.672
2018-05-04,9700.76,8200.639
2018-05-05,9858.15,7963.2925
2018-05-06,9654.8,7915.1665
2018-05-07,9373.01,8024.8984
2018-05-08,9234.82,8189.3203
2018-05-09,9325.18,8172.6294
2018-05-10,9043.94,8321.105
2018-05-11,8441.49,8426.236
2018-05-12,8504.89,8129.007
2018-05-13,8723.94,7825.934
2018-05-14,8716.79,7758.3774
2018-05-15,8510.38,7413.985
2018-05-16,8368.83,6833.304
2018-05-17,8094.32,6996.384
2018-05-18,8250.97,7110.9375
2018-05-19,8247.18,7250.296
2018-05-20,8513.25,7015.7334
2018-05-21,8418.99,6850.9927
2018-05-22,8041.78,6597.7656
2018-05-23,7557.82,6827.403
2018-05-24,7587.34,6727.9756
2018-05-25,7480.14,6922.7173
